playerID;;league;teamID;G;AB;R;H;2B;3B;HR;RBI;SB;CS
aardsda01;2012;AL;NYA;1;;;;;;;;;
aardsda01;2010;AL;SEA;53;0;0;0;0;0;0;0;0;0
aardsda01;2009;AL;SEA;73;0;0;0;0;0;0;0;0;0
aardsda01;2008;AL;BOS;47;1;0;0;0;0;0;0;0;0
